N,age,ethnicity,region,sex
124,12,4,1,1
72,13,4,1,1
64,14,4,1,1
534,0,4,2,1
1740,1,4,2,1
2097,2,4,2,1
1686,3,4,2,1
1362,4,4,2,1
1019,5,4,2,1
640,6,4,2,1
558,7,4,2,1
376,8,4,2,1
236,9,4,2,1
143,10,4,2,1
139,11,4,2,1
123,12,4,2,1
104,13,4,2,1
43,14,4,2,1
358,0,4,3,1
1008,1,4,3,1
1429,2,4,3,1
1107,3,4,3,1
995,4,4,3,1
679,5,4,3,1
504,6,4,3,1
436,7,4,3,1
349,8,4,3,1
246,9,4,3,1
138,10,4,3,1
118,11,4,3,1
85,12,4,3,1
56,13,4,3,1
51,14,4,3,1
636,0,4,4,1
1933,1,4,4,1
2263,2,4,4,1
2169,3,4,4,1
1772,4,4,4,1
1337,5,4,4,1
1018,6,4,4,1
896,7,4,4,1
790,8,4,4,1
579,9,4,4,1
377,10,4,4,1
337,11,4,4,1
269,12,4,4,1
166,13,4,4,1
112,14,4,4,1
333,0,4,5,1
1042,1,4,5,1
1540,2,4,5,1
1434,3,4,5,1
1206,4,4,5,1
1014,5,4,5,1
772,6,4,5,1
566,7,4,5,1
467,8,4,5,1
372,9,4,5,1
178,10,4,5,1
161,11,4,5,1
112,12,4,5,1
82,13,4,5,1
61,14,4,5,1
3885,0,4,6,1
11326,1,4,6,1
13967,2,4,6,1
13765,3,4,6,1
11903,4,4,6,1
10390,5,4,6,1
8414,6,4,6,1
6567,7,4,6,1
5003,8,4,6,1
3782,9,4,6,1
2608,10,4,6,1
1944,11,4,6,1
1327,12,4,6,1
854,13,4,6,1
612,14,4,6,1
724,0,4,7,1
1905,1,4,7,1
2356,2,4,7,1
2533,3,4,7,1
2304,4,4,7,1
1782,5,4,7,1
1448,6,4,7,1
1187,7,4,7,1
918,8,4,7,1
729,9,4,7,1
502,10,4,7,1
326,11,4,7,1
219,12,4,7,1
140,13,4,7,1
118,14,4,7,1
188,0,4,8,1
516,1,4,8,1
739,2,4,8,1
836,3,4,8,1
661,4,4,8,1
500,5,4,8,1
359,6,4,8,1
320,7,4,8,1
230,8,4,8,1
146,9,4,8,1
127,10,4,8,1
83,11,4,8,1
64,12,4,8,1
45,13,4,8,1
39,14,4,8,1
236,0,4,9,1
522,1,4,9,1
666,2,4,9,1
670,3,4,9,1
509,4,4,9,1
405,5,4,9,1
319,6,4,9,1
188,7,4,9,1
129,8,4,9,1
104,9,4,9,1
88,10,4,9,1
60,11,4,9,1
45,12,4,9,1
38,13,4,9,1
32,14,4,9,1
