"","V1","V2"
"143","1.8.5.4","860.959686091067"
"144","2.8.5.4","885.710090946104"
"145","1.9.5.4","779.544099347806"
"146","2.9.5.4","801.954012811713"
"147","1.10.5.4","2505.95469052712"
"148","2.10.5.4","2577.99452484332"
"149","1.11.5.4","2543.31155882142"
"150","2.11.5.4","2616.42530824576"
"151","1.12.5.4","815.417885979482"
"152","2.12.5.4","838.859079719529"
"153","1.13.5.4","1160.47782179268"
"154","2.13.5.4","1193.83861252269"
"155","1.14.5.4","717.948639805182"
"156","2.14.5.4","738.587840208372"
"157","1.15.5.4","189.896014695693"
"158","2.15.5.4","195.355042940576"
"159","1.16.5.4","94.5926274022753"
"160","2.16.5.4","97.3119252536503"
