"","V1","V2"
"142","2.7.5.2","610.669987252874"
"143","1.8.5.2","1508.2512320437"
"144","2.8.5.2","1561.71173683811"
"145","1.9.5.2","1437.22505585617"
"146","2.9.5.2","1488.16801241197"
"147","1.10.5.2","4295.62666475226"
"148","2.10.5.2","4447.88668949282"
"149","1.11.5.2","4303.58314896999"
"150","2.11.5.2","4456.12519414165"
"151","1.12.5.2","1354.24721154444"
"152","2.12.5.2","1402.24898870691"
"153","1.13.5.2","1933.65052876721"
"154","2.13.5.2","2002.18946390455"
"155","1.14.5.2","1215.48464823037"
"156","2.14.5.2","1258.56793666647"
"157","1.15.5.2","305.925740057292"
"158","2.15.5.2","316.769387418947"
"159","1.16.5.2","152.479258715373"
"160","2.16.5.2","157.883940620094"
