"","V1","V2"
"142","2.7.5.8","654.320033098498"
"143","1.8.5.8","1552.68513612209"
"144","2.8.5.8","1609.87809466051"
"145","1.9.5.8","1534.58020675259"
"146","2.9.5.8","1591.1062725317"
"147","1.10.5.8","5118.42917978322"
"148","2.10.5.8","5306.96586442767"
"149","1.11.5.8","4989.33783668171"
"150","2.11.5.8","5173.11945820234"
"151","1.12.5.8","1555.91670617969"
"152","2.12.5.8","1613.22869918815"
"153","1.13.5.8","2219.36501361769"
"154","2.13.5.8","2301.11504023447"
"155","1.14.5.8","1456.29309723656"
"156","2.14.5.8","1509.93546734262"
"157","1.15.5.8","405.620163993091"
"158","2.15.5.8","420.561130890954"
"159","1.16.5.8","225.602531602479"
"160","2.16.5.8","233.912572019514"
